timestamp_ms,type,seq,v1,v2,v3,v4,v5,v6
403109,META_START,3,403017,0,0,0,0,0
403311,ECG,0,0,0,0,0,0,0
403311,ECG,1,-1,0,0,0,0,0
403311,ECG,2,-2,0,0,0,0,0
403311,ECG,3,-1,0,0,0,0,0
403316,ECG,4,0,0,0,0,0,0
403316,ECG,5,-5,0,0,0,0,0
403316,ECG,6,6,0,0,0,0,0
403321,ECG,7,-6,0,0,0,0,0
403321,ECG,8,-9,0,0,0,0,0
403326,ECG,9,30,0,0,0,0,0
403326,ECG,10,-172,0,0,0,0,0
403326,ECG,11,-477,0,0,0,0,0
403331,ECG,12,-430,0,0,0,0,0
403331,ECG,13,-30,0,0,0,0,0
403331,ECG,14,750,0,0,0,0,0
403337,ECG,15,1970,0,0,0,0,0
403337,ECG,16,3444,0,0,0,0,0
403342,ECG,17,6260,0,0,0,0,0
403342,ECG,18,7125,0,0,0,0,0
403350,ECG,19,7529,0,0,0,0,0
403350,ECG,20,7575,0,0,0,0,0
403350,ECG,21,7199,0,0,0,0,0
403350,ECG,22,6767,0,0,0,0,0
403351,ECG,23,6667,0,0,0,0,0
403356,ECG,24,6672,0,0,0,0,0
403356,ECG,25,6689,0,0,0,0,0
403361,ECG,26,6777,0,0,0,0,0
403361,ECG,27,6843,0,0,0,0,0
403361,ECG,28,6853,0,0,0,0,0
403366,ECG,29,6791,0,0,0,0,0
403366,ECG,30,6656,0,0,0,0,0
403371,ECG,31,6492,0,0,0,0,0
403371,ECG,32,6342,0,0,0,0,0
403371,ECG,33,6245,0,0,0,0,0
403376,ECG,34,6223,0,0,0,0,0
403376,ECG,35,6267,0,0,0,0,0
403381,ECG,36,6349,0,0,0,0,0
403381,ECG,37,6426,0,0,0,0,0
403381,ECG,38,6454,0,0,0,0,0
403386,ECG,39,6404,0,0,0,0,0
403386,ECG,40,6278,0,0,0,0,0
403391,ECG,41,5954,0,0,0,0,0
403391,ECG,42,5847,0,0,0,0,0
403396,ECG,43,5813,0,0,0,0,0
403396,ECG,44,5850,0,0,0,0,0
403396,ECG,45,5934,0,0,0,0,0
403401,ECG,46,6022,0,0,0,0,0
403401,ECG,47,6069,0,0,0,0,0
403406,ECG,48,6037,0,0,0,0,0
403406,ECG,49,5924,0,0,0,0,0
403406,ECG,50,5761,0,0,0,0,0
403411,ECG,51,5593,0,0,0,0,0
403411,ECG,52,5470,0,0,0,0,0
403416,ECG,53,5423,0,0,0,0,0
403416,ECG,54,5449,0,0,0,0,0
403416,ECG,55,5532,0,0,0,0,0
403421,ECG,56,5631,0,0,0,0,0
403421,ECG,57,5686,0,0,0,0,0
403426,ECG,58,5668,0,0,0,0,0
403426,ECG,59,5572,0,0,0,0,0
403426,ECG,60,5417,0,0,0,0,0
403431,ECG,61,5253,0,0,0,0,0
403431,ECG,62,5135,0,0,0,0,0
403436,ECG,63,5086,0,0,0,0,0
403436,ECG,64,5114,0,0,0,0,0
403436,ECG,65,5200,0,0,0,0,0
403441,ECG,66,5300,0,0,0,0,0
403441,ECG,67,5367,0,0,0,0,0
403446,ECG,68,5262,0,0,0,0,0
