timestamp_ms,type,seq,v1,v2,v3,v4,v5,v6
17324,IMU,493,-24,2156,-7732,-27,126,30
17344,IMU,494,-164,2184,-7828,-16,119,59
17363,IMU,495,104,2072,-7788,-44,122,49
17382,IMU,496,-100,2072,-7828,-37,110,39
17401,IMU,497,20,2184,-7780,-21,112,31
17420,IMU,498,20,2196,-7832,-29,130,28
17440,IMU,499,4,2132,-7900,-29,122,23
17459,IMU,500,-20,2128,-7812,-27,121,30
17478,IMU,501,-16,2200,-7804,-6,127,22
17497,IMU,502,32,2092,-7824,-16,117,30
17516,IMU,503,-104,2156,-7788,-35,118,43
17536,IMU,504,-44,2104,-7828,-15,119,46
17555,IMU,505,-68,2204,-7904,-9,119,31
17574,IMU,506,-12,2088,-7900,-9,143,34
17594,IMU,507,-44,2272,-7856,-10,130,29
17612,IMU,508,-28,2216,-7780,-41,111,20
17632,IMU,509,-168,2172,-7808,-22,123,39
17655,IMU,510,-72,2060,-7828,-16,124,0
17670,IMU,511,-28,2208,-7904,-7,108,26
17690,IMU,512,-44,2128,-7708,-29,139,31
17709,IMU,513,-60,2248,-7812,-23,121,45
17728,IMU,514,-108,2132,-7820,-9,133,53
17747,IMU,515,-16,2132,-7836,-29,127,31
17767,IMU,516,-68,2108,-7760,-37,122,54
17785,IMU,517,8,2176,-7820,-8,107,21
17808,IMU,518,20,2124,-7852,-13,133,16
17824,IMU,519,-28,2112,-7756,-39,123,41
17843,IMU,520,-44,2184,-7876,-15,113,35
17862,IMU,521,-72,2180,-7760,-2,130,30
17881,IMU,522,-64,2248,-7764,-14,139,39
17900,IMU,523,-24,2116,-7832,-21,127,58
17920,IMU,524,48,2168,-7868,-18,137,18
17939,IMU,525,-8,2132,-7808,-22,114,31
17958,IMU,526,-68,2136,-7852,-17,124,43
17977,IMU,527,-64,2160,-7804,-43,124,39
17996,IMU,528,48,2152,-7848,-29,136,28
18016,IMU,529,-52,2120,-7800,-27,134,39
18035,IMU,530,-72,2280,-7792,-34,116,24
18054,IMU,531,-88,2068,-7804,-24,138,30
18073,IMU,532,16,2228,-7864,-35,130,32
18093,IMU,533,36,2168,-7820,-18,135,27
18112,IMU,534,-12,2204,-7848,-24,125,39
18131,IMU,535,36,2096,-7908,-30,126,56
18150,IMU,536,-24,1968,-7776,-15,139,42
18169,IMU,537,-80,2132,-7856,2,120,50
18189,IMU,538,-112,2088,-7920,-20,121,38
18208,IMU,539,-80,2188,-7856,-17,133,49
18227,IMU,540,-108,2228,-7828,-23,116,55
18247,IMU,541,-8,2048,-7780,-31,123,33
18265,IMU,542,-36,2204,-7880,-10,111,50
18285,IMU,543,-140,2148,-7756,-50,143,31
18304,IMU,544,-108,2160,-7860,-23,130,33
18323,IMU,545,56,2120,-7808,-19,123,30
18342,IMU,546,-32,2196,-7844,-12,133,19
18361,IMU,547,-4,2208,-7840,-37,122,44
18381,IMU,548,8,2156,-7776,-15,119,39
18400,IMU,549,-92,2104,-7856,-36,133,39
18419,IMU,550,-52,2120,-7820,-22,125,32
18438,IMU,551,-76,2052,-7776,-18,132,33
